Accession,ExhibitType,URL,Method,Success,SubsidiaryCount,MaxNestingLevel,HasNested,ErrorMessage
000103526725000017,EX-21,"https://www.sec.gov/Archives/edgar/data/1035267/000103526725000017/q424ex-211xsubsidiariesq4o.htm",Heuristic,true,40,0,false,
000103544325000067,EX-21,"https://www.sec.gov/Archives/edgar/data/1035443/000103544325000067/a2024-ex211.htm",Heuristic,true,3,0,false,
000155837025001222,EX-21,"https://www.sec.gov/Archives/edgar/data/1035983/000155837025001222/fix-20241231xex21d1.htm",Heuristic,true,47,0,false,
000095017025040387,EX-21,"https://www.sec.gov/Archives/edgar/data/1036044/000095017025040387/inve-ex21/1.htm",Heuristic,true,12,0,false,
000143774925007520,EX-21,"https://www.sec.gov/Archives/edgar/data/1036262/000143774925007520/ex/786771.htm",Heuristic,true,18,0,false,
000103703825000011,EX-21,"https://www.sec.gov/Archives/edgar/data/1037038/000103703825000011/rl-20250329x10kex211.htm",Heuristic,true,39,0,false,
000165642325000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1037540/000165642325000009/bxpbplp-20241231ex211.htm",Heuristic,true,43,0,false,
000103764625000012,EX-21,"https://www.sec.gov/Archives/edgar/data/1037646/000103764625000012/mtd/exhibit2112312024.htm",Heuristic,true,52,0,false,
000103786825000012,EX-21,"https://www.sec.gov/Archives/edgar/data/1037868/000103786825000012/ame-20241231xex21.htm",Heuristic,true,39,0,false,
000103797625000006,EX-21,"https://www.sec.gov/Archives/edgar/data/1037976/000103797625000006/exhibit211-jll2024q4subsid.htm",Heuristic,true,41,0,false,
000143774925006015,EX-21,"https://www.sec.gov/Archives/edgar/data/1038277/000143774925006015/ex/727403.htm",Heuristic,true,7,0,false,
000155837025003135,EX-21,"https://www.sec.gov/Archives/edgar/data/1038773/000155837025003135/smbk-20241231xex21d1.htm",Heuristic,true,7,0,false,
000141057825001887,EX-21,"https://www.sec.gov/Archives/edgar/data/1039065/000141057825001887/osis-20250630xex21d1.htm",Heuristic,true,46,0,false,
000103939925000023,EX-21,"https://www.sec.gov/Archives/edgar/data/1039399/000103939925000023/a10-kxformxex211x2024.htm",Heuristic,true,8,1,true,
000103968425000036,EX-21,"https://www.sec.gov/Archives/edgar/data/1039684/000103968425000036/oke10-k2024exhibit21.htm",Heuristic,true,41,0,false,
000104013025000072,EX-21,"https://www.sec.gov/Archives/edgar/data/1040130/000104013025000072/pets-20250331xexx211.htm",Heuristic,true,5,0,false,
000155837025001286,EX-21,"https://www.sec.gov/Archives/edgar/data/1040829/000155837025001286/rhp-20241231xex21.htm",Heuristic,true,56,0,false,
000104097125000010,EX-21,"https://www.sec.gov/Archives/edgar/data/1040971/000104097125000010/slg-20241231x10kex211.htm",Heuristic,true,45,0,false,
000104106125000013,EX-21,"https://www.sec.gov/Archives/edgar/data/1041061/000104106125000013/yum-12312024xex211.htm",Heuristic,true,39,0,false,
000093905725000159,EX-21,"https://www.sec.gov/Archives/edgar/data/1041368/000093905725000159/rvsb-20250331xex21.htm",Heuristic,true,3,1,true,
000010416925000021,EX-21,"https://www.sec.gov/Archives/edgar/data/104169/000010416925000021/wmtexhibit21fy25.htm",Heuristic,true,13,0,false,
000104180325000060,EX-21,"https://www.sec.gov/Archives/edgar/data/1041803/000104180325000060/psmt-20250831x10xkxexx2111.htm",Heuristic,true,30,0,false,
000104204625000011,EX-21,"https://www.sec.gov/Archives/edgar/data/1042046/000104204625000011/afg-20241231xex21.htm",Heuristic,true,48,0,false,
000104277625000042,EX-21,"https://www.sec.gov/Archives/edgar/data/1042776/000104277625000042/pdm123124ex211.htm",Heuristic,true,44,0,false,
000104300025000010,EX-21,"https://www.sec.gov/Archives/edgar/data/1043000/000104300025000010/snda-20241231xex211listofs.htm",Heuristic,true,37,0,false,
000143774925005086,EX-21,"https://www.sec.gov/Archives/edgar/data/1043186/000143774925005086/ex/728462.htm",Heuristic,true,15,0,false,
000104333725000012,EX-21,"https://www.sec.gov/Archives/edgar/data/1043337/000104333725000012/sri-20241231xexx211.htm",Heuristic,true,25,0,false,
000104360425000025,EX-21,"https://www.sec.gov/Archives/edgar/data/1043604/000104360425000025/jnpr-20241231ex211.htm",Heuristic,true,2,0,false,
000155837025003817,EX-21,"https://www.sec.gov/Archives/edgar/data/1043961/000155837025003817/prpo-20241231xex21d1.htm",Heuristic,true,3,0,false,
000162828025008750,EX-21,"https://www.sec.gov/Archives/edgar/data/1044777/000162828025008750/ex21subsidiariesofregistra.htm",Heuristic,true,19,0,false,
000104545025000051,EX-21,"https://www.sec.gov/Archives/edgar/data/1045450/000104545025000051/exhibit21-123124x10k.htm",Heuristic,true,45,0,false,
000095017025021272,EX-21,"https://www.sec.gov/Archives/edgar/data/1045610/000095017025021272/pld-ex21/1.htm",Heuristic,true,25,0,false,
000162828025007201,EX-21,"https://www.sec.gov/Archives/edgar/data/10456/000162828025007201/bax-20241231xexx21.htm",Heuristic,true,36,0,false,
000104581025000023,EX-21,"https://www.sec.gov/Archives/edgar/data/1045810/000104581025000023/subsidiariesofregistrantfy.htm",Heuristic,true,3,0,false,
000104602525000046,EX-21,"https://www.sec.gov/Archives/edgar/data/1046025/000104602525000046/ex-21010kq424.htm",Heuristic,true,8,0,false,
000093905725000319,EX-21,"https://www.sec.gov/Archives/edgar/data/1046050/000093905725000319/tsbk-9302025x10kxex21.htm",Heuristic,true,2,0,false,
000162828025008201,EX-21,"https://www.sec.gov/Archives/edgar/data/1046102/000162828025008201/rba20241231-ex211.htm",Heuristic,true,40,0,false,
000104631125000007,EX-21,"https://www.sec.gov/Archives/edgar/data/1046311/000104631125000007/chh12312024ex2101.htm",Heuristic,true,20,0,false,
000095017025022187,EX-21,"https://www.sec.gov/Archives/edgar/data/1046568/000095017025022187/prdo-ex21.htm",Heuristic,true,21,0,false,
000104712725000030,EX-21,"https://www.sec.gov/Archives/edgar/data/1047127/000104712725000030/amkr123124ex211.htm",Heuristic,true,19,2,true,
000143774925005690,EX-21,"https://www.sec.gov/Archives/edgar/data/1047335/000143774925005690/ex/774705.htm",Heuristic,true,48,0,false,
000104734025000009,EX-21,"https://www.sec.gov/Archives/edgar/data/1047340/000104734025000009/fdp-122724xex211.htm",Heuristic,true,6,0,false,
000104826825000174,EX-21,"https://www.sec.gov/Archives/edgar/data/1048268/000104826825000174/q42025ex211-sep.htm",Heuristic,true,38,0,false,
000162828025004818,EX-21,"https://www.sec.gov/Archives/edgar/data/1048286/000162828025004818/mar-q42024xexx21.htm",Heuristic,true,40,0,false,
000104847725000007,EX-21,"https://www.sec.gov/Archives/edgar/data/1048477/000104847725000007/bmrn-2024xexx211.htm",Heuristic,true,2,0,false,
000104869525000157,EX-21,"https://www.sec.gov/Archives/edgar/data/1048695/000104869525000157/ffiv10kex2119302025.htm",Heuristic,true,19,0,false,
000010488925000022,EX-21,"https://www.sec.gov/Archives/edgar/data/104889/000010488925000022/a2024q410-kex21.htm",Heuristic,true,7,0,false,
000104891125000011,EX-21,"https://www.sec.gov/Archives/edgar/data/1048911/000104891125000011/fdx-exx21fy2025q4.htm",Heuristic,true,38,0,false,
000010489425000020,EX-21,"https://www.sec.gov/Archives/edgar/data/104894/000010489425000020/q42024exhibit21-entities.htm",Heuristic,true,48,0,false,
000095017025027077,EX-21,"https://www.sec.gov/Archives/edgar/data/104918/000095017025027077/ava-ex21.htm",Heuristic,true,13,0,false,
000095017025026433,EX-21,"https://www.sec.gov/Archives/edgar/data/1049502/000095017025026433/mksi-ex21/1.htm",Heuristic,true,45,0,false,
000155837025002264,EX-21,"https://www.sec.gov/Archives/edgar/data/1049606/000155837025002264/cix-20241231xex21d1.htm",Heuristic,true,5,0,false,
000119312525041730,EX-21,"https://www.sec.gov/Archives/edgar/data/105016/000119312525041730/d898605dex211.htm",Heuristic,true,21,1,true,
000105044125000051,EX-21,"https://www.sec.gov/Archives/edgar/data/1050441/000105044125000051/ex21/subsidiaries.htm",Heuristic,true,6,0,false,
000105079725000023,EX-21,"https://www.sec.gov/Archives/edgar/data/1050797/000105079725000023/exhibit211.htm",Heuristic,true,40,0,false,
000105091525000005,EX-21,"https://www.sec.gov/Archives/edgar/data/1050915/000105091525000005/pwr-ex211x12312024.htm",Heuristic,true,30,1,true,
000010513225000067,EX-21,"https://www.sec.gov/Archives/edgar/data/105132/000010513225000067/wdfc-20250831xex21.htm",Heuristic,true,13,1,true,
000105147025000089,EX-21,"https://www.sec.gov/Archives/edgar/data/1051470/000105147025000089/exhibit21123124q4.htm",Heuristic,true,31,0,false,
000105151225000011,EX-21,"https://www.sec.gov/Archives/edgar/data/1051512/000105151225000011/tds202410-kexhibit21.htm",Heuristic,true,1,0,false,
000155837025003004,EX-21,"https://www.sec.gov/Archives/edgar/data/1051627/000155837025003004/axti-20241231xex21d1.htm",Heuristic,true,3,0,false,
000095017025019976,EX-21,"https://www.sec.gov/Archives/edgar/data/1052752/000095017025019976/gty-ex21.htm",Heuristic,true,18,0,false,
000143774925007829,EX-21,"https://www.sec.gov/Archives/edgar/data/1053691/000143774925007829/ex/790705.htm",Heuristic,true,2,0,false,
000105370625000007,EX-21,"https://www.sec.gov/Archives/edgar/data/1053706/000105370625000007/craiq4-202410xkexx211.htm",Heuristic,true,11,0,false,
000105516025000004,EX-21,"https://www.sec.gov/Archives/edgar/data/1055160/000105516025000004/exhibit21subsidiariesofthe.htm",Heuristic,true,8,0,false,
000105572625000012,EX-21,"https://www.sec.gov/Archives/edgar/data/1055726/000105572625000012/ino-12312024x10kex211.htm",Heuristic,true,1,0,false,
000095017025062753,EX-21,"https://www.sec.gov/Archives/edgar/data/1056285/000095017025062753/kirk-ex21/1.htm",Heuristic,true,3,0,false,
000010563425000015,EX-21,"https://www.sec.gov/Archives/edgar/data/105634/000010563425000015/eme-ex21/20241231xq4.htm",Heuristic,true,8,0,false,
000095017025016295,EX-21,"https://www.sec.gov/Archives/edgar/data/1056696/000095017025016295/manh-ex21.htm",Heuristic,true,14,0,false,
000119312525284680,EX-21,"https://www.sec.gov/Archives/edgar/data/1057060/000119312525284680/hzo-ex21.htm",Heuristic,true,55,0,false,
000105735225000016,EX-21,"https://www.sec.gov/Archives/edgar/data/1057352/000105735225000016/csgp-ex21120241231.htm",Heuristic,true,35,0,false,
000095017025030037,EX-21,"https://www.sec.gov/Archives/edgar/data/1057379/000095017025030037/hckt-ex21/1.htm",Heuristic,true,18,0,false,
000105809025000014,EX-21,"https://www.sec.gov/Archives/edgar/data/1058090/000105809025000014/cmg-20241231xex211.htm",Heuristic,true,21,0,false,
000105829025000017,EX-21,"https://www.sec.gov/Archives/edgar/data/1058290/000105829025000017/ctshexhibit21112312024.htm",Heuristic,true,42,0,false,
000143774925008787,EX-21,"https://www.sec.gov/Archives/edgar/data/1058307/000143774925008787/ex/730827.htm",Heuristic,true,10,0,false,
000095017025039120,EX-21,"https://www.sec.gov/Archives/edgar/data/1058867/000095017025039120/gnty-ex21/1.htm",Heuristic,true,10,0,false,
000095017025023761,EX-21,"https://www.sec.gov/Archives/edgar/data/1059142/000095017025023761/ghi-ex21.htm",Heuristic,true,12,0,false,
000106039125000091,EX-21,"https://www.sec.gov/Archives/edgar/data/1060391/000106039125000091/exhibit211-subsidiariesoft.htm",Heuristic,true,44,0,false,
000010604025000038,EX-21,"https://www.sec.gov/Archives/edgar/data/106040/000010604025000038/exhibit21-subsidiariesofth.htm",Heuristic,true,42,0,false,
000143774925008584,EX-21,"https://www.sec.gov/Archives/edgar/data/1061069/000143774925008584/ex/788424.htm",Heuristic,true,19,1,true,
000106163025000024,EX-21,"https://www.sec.gov/Archives/edgar/data/1061630/000106163025000024/exhibit2112024.htm",Heuristic,true,41,0,false,
000106223125000008,EX-21,"https://www.sec.gov/Archives/edgar/data/1062231/000106223125000008/exhibit21subsidiariesofthe.htm",Heuristic,true,55,0,false,
000106472825000018,EX-21,"https://www.sec.gov/Archives/edgar/data/1064728/000106472825000018/btu/20241231xex21.htm",Heuristic,true,41,0,false,
000106505925000006,EX-21,"https://www.sec.gov/Archives/edgar/data/1065059/000106505925000006/exhibit/21x20241231xlistof.htm",Heuristic,true,3,0,false,
000107261325000187,EX-21,"https://www.sec.gov/Archives/edgar/data/1065078/000107261325000187/exh21-1/18932.htm",Heuristic,true,2,0,false,
000106508825000037,EX-21,"https://www.sec.gov/Archives/edgar/data/1065088/000106508825000037/ebay123124ex2101.htm",Heuristic,true,5,0,false,
000106528025000044,EX-21,"https://www.sec.gov/Archives/edgar/data/1065280/000106528025000044/ex211-q424.htm",Heuristic,true,11,0,false,
000095017025021254,EX-21,"https://www.sec.gov/Archives/edgar/data/106535/000095017025021254/wy-ex21.htm",Heuristic,true,5,0,false,
000106569625000015,EX-21,"https://www.sec.gov/Archives/edgar/data/1065696/000106569625000015/lkq-ex211/20241231.htm",Heuristic,true,31,0,false,
000095017025030016,EX-21,"https://www.sec.gov/Archives/edgar/data/1065837/000095017025030016/skx-ex21/1.htm",Heuristic,true,53,0,false,
000095017025021359,EX-21,"https://www.sec.gov/Archives/edgar/data/1066247/000095017025021359/reg-ex21.htm",Heuristic,true,36,1,true,
000010664025000011,EX-21,"https://www.sec.gov/Archives/edgar/data/106640/000010664025000011/exb21listofsubsidiaries123.htm",Heuristic,true,42,0,false,
000121390025032096,EX-21,"https://www.sec.gov/Archives/edgar/data/1066923/000121390025032096/ea023730601ex21-1/future.htm",Heuristic,true,10,0,false,
000092490125000011,EX-21,"https://www.sec.gov/Archives/edgar/data/1067063/000092490125000011/vre-20241231xexx211.htm",Heuristic,true,38,0,false,
000106770125000008,EX-21,"https://www.sec.gov/Archives/edgar/data/1067701/000106770125000008/uri-2024123110kex21.htm",Heuristic,true,29,1,true,
000095017025025210,EX-21,"https://www.sec.gov/Archives/edgar/data/1067983/000095017025025210/brka-ex21.htm",Heuristic,true,48,0,false,
000095017025029222,EX-21,"https://www.sec.gov/Archives/edgar/data/1068851/000095017025029222/pb-ex21/1.htm",Heuristic,true,7,0,false,
000106915725000025,EX-21,"https://www.sec.gov/Archives/edgar/data/1069157/000106915725000025/ewbc21110k12312024.htm",Heuristic,true,1,0,false,
000162828025004859,EX-21,"https://www.sec.gov/Archives/edgar/data/1069202/000162828025004859/lii-ex211/20241231x10k.htm",Heuristic,true,10,1,true,
000143774925005919,EX-21,"https://www.sec.gov/Archives/edgar/data/1069530/000143774925005919/ex/756946.htm",Heuristic,true,1,0,false,
000095017025025780,EX-21,"https://www.sec.gov/Archives/edgar/data/1069878/000095017025025780/trex-ex21.htm",Heuristic,true,1,0,false,
000155837025011776,EX-21,"https://www.sec.gov/Archives/edgar/data/1069899/000155837025011776/pahc-20250630xex21d1.htm",Heuristic,true,50,1,true,
